Event Date,Event Name,Grant,Site Type,Total Trees Planted,Tree Species,Location Type,Street Address,Street Suffix,City,State,Zip,Latitude,Longitude
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
,,,,,,,,,,,,37.25733,-121.836114
04/22/1994,Sartorette Elementary School,Hwy. 85,Public School,26,"Pistacia chinensis 6
Quercus agrifolia 2
Pyrus calleryana 2
Pinus pinea 16
",Public School,3850 Woodford ,Dr,San Jose,CA,95124,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
